Timestamp,Please enter your worker ID,Please enter verification code from this writing session (session_id),Is English your first language?,"How qualified do you think you are to write about this topic? (based on background knowledge, understanding of prompts, etc.)?","During this writing session, the suggestions you received were grammatically correct, and contributed to the fluency of the essay.","During this writing session, the suggestions helped me come up with new ideas.","During this writing session, I felt like that I would have written a *better* essay if I wrote the essay alone.","During this writing session, the system was competent (having expert knowledge and ability to perform a task successfully) in writing.","During this writing session, the system was capable of writing persuasive essays.","During this writing session, the system understood what I was trying to write.",Which aspects of the suggestions (that you received during this writing session) can be improved? Any specific examples?,It was easy to write with the system.,I am satisfied with the essay I wrote.,I am confident in my ability to write an essay with the help of the system.,I feel like the essay is mine. ,____% of the essay is written by me (and the rest is written by taking the suggestions). [between 0-100%],"If the system is available for free, I would reuse the system.",Any feedback/comment? (optional)
8/19/2021 7:51:37,ASVRLMDNQBUD9,e1aca0ed8d134ee09510f62c2646be1c,Yes,"You are confident in your qualification, but not absolutely certain.",6,7,4,7,7,7,The AI had great ideas for me to draw from. I can't see much room for improvement here.,7,7,7,7,80,7,
8/19/2021 9:54:06,ASVRLMDNQBUD9,1b693f634f3047d6aa0bfafd486fcd51,Yes,You are absolutely certain about your qualification.,7,5,5,7,6,7,"The AI did pretty good to help add to my story, so I have no ideas of improvement.",7,7,7,7,85,7,true story
8/24/2021 4:06:51,ASVRLMDNQBUD9,4d64b8adb8544d60beaf585c83747e97 ,Yes,"You are confident in your qualification, but not absolutely certain.",7,5,4,6,6,6,"When I asked for suggestions the AI suggests both side of the argument, instead of seeing what side I have taken.",7,7,7,7,90,7,
8/24/2021 4:20:56,ASVRLMDNQBUD9,2a08ae62ea9849cf8d3b48513dd1514d ,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",7,1,7,1,1,1,The system just kept suggesting things I had already wrote. ,3,4,5,7,90,7,
8/24/2021 4:33:44,ASVRLMDNQBUD9,2eec737efca444bc893bea2f5b791a00 ,Yes,You are fairly confident in your qualification.,7,6,3,6,7,7,"The AI seemed to know what I was trying to write, right on point. It did well this time.",7,7,7,6,75,7,
8/24/2021 12:25:04,ASVRLMDNQBUD9,c96be18e04be41e48542d975337fbbed ,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,4,7,7,7,The AI really helped direct me in some serious points I wanted to make. Almost like it knew what I wanted to say. Kind of creepy to be honest.,7,7,7,7,70,7,
8/24/2021 12:43:08,ASVRLMDNQBUD9,1ece5cdde9bc44439c5f117d31e73dbf ,Yes,You are absolutely certain about your qualification.,7,5,3,7,7,7,"The AI didn't really guide me on what I wanted to write, but more reminded me of points I wanted to make. Sometimes in better words. Very helpful and useful.",7,7,7,7,75,7,"Sorry, my laptop dropped my wifi signal briefly then reconnected. I wrote for a few extra minutes to make up for it. Sorry about that."
8/29/2021 4:22:24,ASVRLMDNQBUD9,8065039701b844098386ffb491f3441c ,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,7,"The system seemed to take the words right out of my mouth, it really knew what I wanted to say and helped me put it in an articulate way.",7,7,7,7,70,7,Thanks.
8/29/2021 4:39:27,ASVRLMDNQBUD9,bb1c9d77d4044d218d5adebb777b9bf0 ,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,7,The system came up with ideas I didn't even think about this time. I wonder how it does that. I can't think of a way to improve it from this writing session.,7,7,7,5,70,7,
8/29/2021 5:00:58,ASVRLMDNQBUD9,6bbd6fd6b2fe48eb8e24f929d79c604d ,Yes,"You are confident in your qualification, but not absolutely certain.",7,6,2,6,7,7,a couple of time the system suggestions were copies of each other. I mean all the choices where the same. Maybe not let the system suggest the same thing twice.,7,6,6,7,80,7,
8/29/2021 5:15:50,ASVRLMDNQBUD9,f4a37d456e9c414c876d45673289987e ,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,"I see no way to improve the AI here. The system know exactly what I was talking about, even right down to the names of the characters in the show I was talking about just from the shows name. Very cool, very impressed from this session.",7,7,7,7,70,7,
8/29/2021 5:39:24,ASVRLMDNQBUD9,de90bdd73b72426daacc29cd1e1a2e97 ,Yes,You are fairly confident in your qualification.,3,3,7,2,2,2,"All except the first time, all the system suggestions where the same thing repeated. The system should give different ideas.",5,6,6,7,90,7,
8/29/2021 6:01:11,ASVRLMDNQBUD9,9d88e84f3ba541d49232eab96aa434d8 ,Yes,You are fairly confident in your qualification.,7,7,2,7,7,7,The AI was right on point with the points I wanted to bring up in this topic. No need for improvement in this case.,7,7,7,6,80,7,
8/29/2021 6:27:33,ASVRLMDNQBUD9,59db19c61039473a9da6c6e1f66b6c4e ,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",7,7,1,7,7,7,"As I do not have much experience in this case, the AI really helped out with a variety of suggestions that helped guide me. It did well. ",7,7,7,5,75,7,
8/29/2021 7:18:17,ASVRLMDNQBUD9,c67b81a329e94a0095f9af21bd61adec ,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",5,5,3,5,4,5,"The AI repeated a few of it's suggestions, nothing to bad though. It still helped a little bit. ",6,7,7,7,80,7,"had to reset the modem a couple of time, but I did finish the 10 plus minutes of writing without interruption. sorry about that. Thanks"
8/29/2021 8:37:32,ASVRLMDNQBUD9,04cb21c58e7845ae9eb740c4756731ed ,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,2,7,7,7,"The AI helped me direct the topic with suggestions I didn't think about. That was nice. once it suggested the same thing twice, but that wasn't really a problem. ",7,6,7,7,80,7,
8/30/2021 4:22:11,ASVRLMDNQBUD9,ffe94583242c4ffca4b1546bb39ba5c2 ,Yes,You are fairly confident in your qualification.,7,5,3,6,6,7,A couple of times the system had repeat suggestions. Most of the time the system knew where I wanted to go with the topic as well. Perhaps if the system expanded on it offered suggestions it would be a little improved. Not bad though. ,7,7,7,7,85,7,
8/30/2021 5:20:04,ASVRLMDNQBUD9,96dd69eab5d846999c72d9b89734f6ac ,Yes,"You are confident in your qualification, but not absolutely certain.",2,1,7,1,1,4,"The system, this time, did not provide any useful ideas really. It also often repeated it's suggestions throughout the writing, even though I had already wrote what it suggested.",4,6,5,7,90,7,
8/30/2021 5:34:11,ASVRLMDNQBUD9,6490ed06d61d45fdbd1c0709ae538f9a ,Yes,You are fairly confident in your qualification.,7,6,2,7,7,7,The system pretty much knew what I wanted to write and suggested that. I guess the only improvement maybe would be to have it suggest many things. I would have no idea about how to do that though.,7,7,7,7,80,7,
8/30/2021 5:59:41,ASVRLMDNQBUD9,547fa8cbc3294669b00903779ce63e9d ,Yes,You are fairly confident in your qualification.,5,5,3,5,5,6,"The system repeated what I already said a couple of time, suggested gibberish once haha, and a few good ideas all the other times.",6,5,6,7,80,7,
8/30/2021 6:18:21,ASVRLMDNQBUD9,295e559fea27456e96aacce96d44b169 ,Yes,You are fairly confident in your qualification.,7,7,1,7,7,7,The system di very well helping to guide me along the topic.,7,7,7,6,80,7,
9/1/2021 4:17:28,ASVRLMDNQBUD9,b7f82fbb0ba3481884581b9b0ba571a2 ,Yes,You are fairly confident in your qualification.,7,7,1,7,7,7,The AI had a pretty good idea of where I wanted to go with this story. I see no room for improvement yet.,7,6,7,6,80,7,
9/1/2021 4:40:35,ASVRLMDNQBUD9,fe46e037bf15417e9ee531eca61f3635 ,Yes,"You are confident in your qualification, but not absolutely certain.",7,4,1,7,7,7,"The AI seemed to have a good idea of where to point the story, and I just followed up.",7,7,7,6,80,7,
9/1/2021 5:19:34,ASVRLMDNQBUD9,89636fe51d724f15a23f1cef4124191f ,Yes,"You are confident in your qualification, but not absolutely certain.",7,5,2,5,5,4,The AI pretty much kept saying the same thing every time I pressed tab.,5,6,5,7,90,7,
9/2/2021 8:37:34,ASVRLMDNQBUD9,bc8d66bc301a491a86f85d44cd787293,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,7,The AI helped guide me to points in my writing that I would have not even thought about really. I think it did pretty good.,7,7,7,5,70,7,
9/2/2021 8:50:44,ASVRLMDNQBUD9,a3bb5d95c74a46fcbc44d24828f7ab0a ,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,"The AI had way to many good ideas this time, it was hard to choose sometimes. Don't change that. This writing could have become very long.",7,7,7,6,70,7,
9/4/2021 3:44:54,ASVRLMDNQBUD9,8d6e9dac68324fae884571881f5b21f1 ,Yes,You are fairly confident in your qualification.,7,5,3,5,5,4,"About half the time the AI did not really have many good ideas, the other half it was on point with the argument.",6,6,7,7,85,7,
9/4/2021 4:13:54,ASVRLMDNQBUD9,1049b04745b44e7fa2a50d98321c2026 ,Yes,"You are confident in your qualification, but not absolutely certain.",7,2,1,7,7,7,"I used the AI this time to see if it would finish my ideas I was writing out. It did so without fail. I didn't use it to generate ideas though, just to see if it could follow along and understand what I wanted to say. The AI did exceptional.",7,7,7,6,80,7,
9/4/2021 4:35:35,ASVRLMDNQBUD9,bd395e4c6ca24b7f802e1cf176ee908d ,Yes,"You are confident in your qualification, but not absolutely certain.",7,6,2,7,7,7,"There is really nothing I can say, the AI helped finish my points, as well as helped me guide the direction of what to write.",7,7,7,6,70,7,
9/4/2021 4:51:22,ASVRLMDNQBUD9,7e6000f8efb947be88e5a6661b737eff ,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,7,"It seemed like the AI knew exactly how to make good points, and helped guide it all. It repeated things in different words sometimes, but nothing terrible.",7,7,7,6,70,7,
9/4/2021 5:20:59,ASVRLMDNQBUD9,5b75ade5b73644a8b21dd73deb0c165e ,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",7,5,3,5,5,6,"The AI had ideas, but nothing really ground breaking. It suggested things I also thought about. Maybe it was just my writing style though.",5,6,4,6,80,7,
8/27/2021 1:26:03,AUAAHI7AUJ419,26ef513f441b4cff947d376a0fe1fb5c,Yes,You are absolutely certain about your qualification.,5,6,4,4,5,4,"There were several times that the system did not provide any prompts, even tabbing twice, and I just wrote some more and tried again. Some of the prompts weren't close enough to  my arguments to select. However, some of the prompts I got were helpful. ",4,5,3,6,85,5,
8/24/2021 12:28:55,AZCGF2D7QIO10,91e0856327a04acb8f366faea281f072,Yes,You are absolutely certain about your qualification.,7,7,1,7,6,6,Some of the suggestions where just plain wrong.,7,7,7,6,90,7,
8/26/2021 8:09:54,AZZA3J049G7R5,7326c807097f4685b819645e8a6fe248,Yes,You are absolutely certain about your qualification.,6,3,6,4,3,2,There were a couple of times that I did not receive any suggestions.,3,5,5,7,90,6,thank you!
8/30/2021 9:53:19,AZZA3J049G7R5,cc53a2225e9b413e84efba8500f8c907,Yes,You are absolutely certain about your qualification.,7,6,1,7,7,7,"A nitpick, but it suggested me something about joining a giveaway, which is really outside of the topic and I just found that very odd.",7,7,6,6,80,7,"Thank you, as always!"
8/30/2021 10:25:53,AZZA3J049G7R5,14c0fb6353864b748f56af9aae22343c,Yes,You are fairly confident in your qualification.,7,7,1,6,6,7,"The suggestions this time seem repetitive, but some instances though they are absolutely perfect for the sentence, even it may seem a little bit repetitive. ""Talk with your insurance, talk with your lawyer, and plan and prepare for yourself to be able to leave behind those you love especially with your father or mother"" -- that was a suggestion I really would like it to say, and it did say it and I was very impressed.",7,7,7,5,65,7,"Thank you, as always!"
8/31/2021 7:41:03,AZZA3J049G7R5,99038d19ea0740af917ecca9a303b06e,Yes,You are absolutely certain about your qualification.,7,6,5,6,7,6,"It was keeping on suggesting that it is human vs animal, where I was writing something of a ""human first, animal second"" kind of essay, but it kept suggesting that it is some kind of a battle between the two, not a correlation.",6,6,6,6,80,7,thank you as always!
8/31/2021 7:54:32,AZZA3J049G7R5,2f48900f757c47129a7cbf00d6130ab8,Yes,You are absolutely certain about your qualification.,7,7,1,6,7,7,"The suggestions were good this time, and it is a nitpick, but when I tried to say the last sentence where I listed the billionaires and my intended sentence is ""they're just not doing anything about it"" it kept on suggesting ""they're just normal people,"" where definitely the billionaires I listed are not normal people.",7,7,7,6,75,7,thank you as always!
8/31/2021 8:07:16,AZZA3J049G7R5,9e8fdbe7131247ea806fd442b5f1cb61,Yes,You are absolutely certain about your qualification.,7,7,2,6,6,7,"The suggestions this time were a little bit repetitive, sometimes in the same suggestion. One in particular is this sentence "" go back to the Dark Ages, when there were no electrical devices invented, I do not think it will be a good idea for humanity to go through another Dark Age"" which it repeated dark ages twice.",7,7,7,5,75,7,thank you as always! I hope we get new prompts soon!
8/31/2021 8:25:28,AZZA3J049G7R5,bf7b93c441c34938b380a46cdbc1ae93,Yes,You are absolutely certain about your qualification.,7,6,7,7,7,7,"The suggestions were repetitive, it kept on suggesting ""for a thrill"" a couple of times",6,7,6,7,80,7,thank you!
8/31/2021 8:41:25,AZZA3J049G7R5,3d916ba0c2b84b2491f3c8ba1dff9504,Yes,You are absolutely certain about your qualification.,6,7,7,6,6,7,"The AI suggestions were too vague this time, I was trying to get specific examples of dating apps but would not give me.",7,6,6,5,80,7,thank you as always!
